epoch;acc;loss
0;0.6330275234826114;0.6227801688220522
1;0.7591743130202687;0.5041416046816275
2;0.8967889908256881;0.3912420647406797
3;0.9311926600036271;0.30326089755110786
4;0.9518348618384895;0.21485557550684029
5;0.9701834862385321;0.14807292176495998
6;0.9724770642201835;0.10978569028847808
7;0.9701834862385321;0.08918043485748658
8;0.9747706422018348;0.07657128302465885
9;0.9770642201834863;0.0713325389276404
10;0.979357797618306;0.06440444834051876
11;0.9816513755999574;0.06108640694836958
12;0.981651376146789;0.05839156140701486
13;0.9862385321100917;0.053051443582554474
14;0.9862385321100917;0.049411614963767725
15;0.9862385321100917;0.04719318348675146
16;0.9908256880733946;0.04365795470534935
17;0.9908256880733946;0.042008257633365624
18;0.9885321095449116;0.038753547936404516
19;0.9931192660550459;0.035899433555132754
0;0.39678899137251966;0.734199205669788
1;0.809633028616599;0.6071926929535122
2;0.8990825688073395;0.48557524314714134
3;0.9220183491706848;0.3422698455119352
4;0.9288990820219757;0.2251132654214124
5;0.9541284398201408;0.15626833772440568
6;0.9633027517467464;0.11667919227289497
7;0.9678899082568807;0.09466646645867496
8;0.9747706416550033;0.08161648191990109
9;0.9747706416550033;0.0729066676229512
10;0.9747706422018348;0.06401538414829368
11;0.981651376146789;0.05767597025687542
12;0.9839449541284404;0.05227127192764107
13;0.9862385321100917;0.0475542461926784
14;0.9862385321100917;0.044032759622696344
15;0.9885321100917431;0.038840055807467994
16;0.9885321100917431;0.036232107600897824
17;0.9931192660550459;0.03255168620257749
18;0.9931192660550459;0.029845587234226388
19;0.9931192660550459;0.027578221390519395
0;0.7041284392733093;0.6300079084317619
1;0.8899082563339024;0.46922249094061896
2;0.9403669719302327;0.2999605004667142
3;0.942660549911884;0.17789032563157037
4;0.9541284398201408;0.12130672081348
5;0.9701834856917005;0.09338715016295057
6;0.9724770631265203;0.07766759368257785
7;0.9793577981651376;0.0674941487815402
8;0.9862385321100917;0.062449978032243364
9;0.9839449541284404;0.05679565698865357
10;0.9839449541284404;0.050515084074588
11;0.9862385321100917;0.04665413496315206
12;0.9885321100917431;0.04336247382976047
13;0.9885321100917431;0.04034367748835218
14;0.9885321100917431;0.037693136841605565
15;0.9862385321100917;0.03580878306193055
16;0.9908256880733946;0.032542342132111206
17;0.9908256880733946;0.030293232052151217
18;0.9885321100917431;0.0288674021737838
19;0.9931192660550459;0.02594974944624332
0;0.43807339504224446;0.6967002525242096
1;0.8004587155963303;0.5532680673336764
2;0.8944954128440367;0.4648897576769558
3;0.92201834753019;0.3713577824448227
4;0.9403669724770642;0.2755134458388757
5;0.9472477064220184;0.1949463436773064
6;0.9564220183486238;0.14519969886596049
7;0.9610091732182634;0.11335026999132349
8;0.9633027511999148;0.09567047505203737
9;0.9747706422018348;0.08299515683443175
10;0.9793577981651376;0.07316318236359763
11;0.9793577970714744;0.06630050872854136
12;0.981651376146789;0.061420456959156815
13;0.9862385321100917;0.05724670495325272
14;0.9839449541284404;0.054119813016726886
15;0.9862385310164286;0.04961654936911863
16;0.9885321100917431;0.04691923284954434
17;0.9931192660550459;0.044634635261165984
18;0.9931192660550459;0.04269565816182609
19;0.9931192660550459;0.040470212578363376
0;0.44036697247706424;0.7171785503352454
1;0.800458714502667;0.6263316169791265
2;0.9036697242238106;0.5156276223309543
3;0.9288990836624705;0.35833812662220876
4;0.9518348623853211;0.22030926611992196
5;0.9541284392733093;0.1428612435082777
6;0.963302752293578;0.10691745257979139
7;0.9655963302752294;0.08859876263032265
8;0.9678899077100491;0.07746254222108684
9;0.979357797618306;0.06709438347078245
10;0.9862385321100917;0.060740755050690896
11;0.9885321100917431;0.05462593510063416
12;0.9885321100917431;0.049242442200353384
13;0.9885321100917431;0.04575785329787556
14;0.9885321100917431;0.04112889228063986
15;0.9885321100917431;0.03747947034725082
16;0.9931192660550459;0.03434097236705893
17;0.9931192660550459;0.03204351900265031
18;0.9931192660550459;0.02943336102393789
19;0.9931192655082143;0.02661653372262596
0;0.7041284414606357;0.6316272348438928
1;0.9013761456953276;0.4547175885340489
2;0.9334862374384468;0.29565677648290584
3;0.9495412838568381;0.1872342658152274
4;0.9610091743119266;0.13274855949326392
5;0.9701834862385321;0.10151455339488633
6;0.9770642201834863;0.08296189891225701
7;0.9839449530347771;0.07077793291675935
8;0.9885321100917431;0.06535512923237381
9;0.9885321095449116;0.05646354691424501
10;0.9885321100917431;0.05156836802259498
11;0.9885321100917431;0.04673758065413444
12;0.9885321100917431;0.04328602337098997
13;0.9931192660550459;0.039776767886013066
14;0.9931192660550459;0.03642149631856778
15;0.9908256880733946;0.03321317551708823
16;0.9931192660550459;0.03037725330902896
17;0.9931192660550459;0.027024786637395347
18;0.9931192660550459;0.024415383901481236
19;0.9931192655082143;0.020981988741443792
0;0.5206422012880307;0.6626178507411152
1;0.8669724759705569;0.49745258688926697
2;0.924311926058673;0.3300015491629959
3;0.9334862385321101;0.20359306495397464
4;0.9472477058751867;0.14304685278223195
5;0.9587155963302753;0.11294183176045024
6;0.963302752293578;0.09350821109266456
7;0.9770642196366547;0.07892086131310244
8;0.9793577970714744;0.06945056447742182
9;0.9839449535816087;0.061284401411310245
10;0.9862385321100917;0.055851247810989345
11;0.9862385321100917;0.05047171057090847
12;0.9885321095449116;0.04669240424665836
13;0.9931192655082143;0.04317104378971485
14;0.9931192660550459;0.040288535399584595
15;0.9931192660550459;0.036856402156003026
16;0.9931192660550459;0.03507710877088232
17;0.9931192660550459;0.03275241637858776
18;0.9931192660550459;0.03122997212163899
19;0.9931192660550459;0.02876187890016158
0;0.8233944943191809;0.587664901663404
1;0.9082568796402818;0.4341967608950554
2;0.9403669724770642;0.2934249543815578
3;0.9449541278935354;0.1996957739011957
4;0.9518348618384895;0.14928727795224672
5;0.9587155957834437;0.12275503384410788
6;0.9701834851448689;0.10661789617680628
7;0.9701834862385321;0.09392738841268994
8;0.9747706411081717;0.08444443276715935
9;0.9770642201834863;0.0753709161910442
10;0.9839449541284404;0.06896369861558489
11;0.9862385321100917;0.06273818364657394
12;0.9862385315632601;0.058078365793468756
13;0.9862385315632601;0.05404723305767829
14;0.9862385315632601;0.04962729813035475
15;0.9885321100917431;0.046683094976897085
16;0.9908256880733946;0.04286113377968106
17;0.9908256880733946;0.04007388605232086
18;0.9931192655082143;0.03779398708031812
19;0.9931192655082143;0.035739619455753116
0;0.6444954128440367;0.6751985221827795
1;0.8807339460477916;0.5417359862305703
2;0.9151376141320675;0.39116922977867474
3;0.942660549911884;0.2559545816631492
4;0.9541284392733093;0.17693518936087232
5;0.9518348618384895;0.14209670826382592
6;0.9541284403669725;0.12045474411970979
7;0.961009173765095;0.10793202281545061
8;0.9655963297283977;0.09623146884211707
9;0.9701834862385321;0.08799257635250005
10;0.9724770636733518;0.08009633380885518
11;0.9724770636733518;0.07349160498161929
12;0.9770642201834863;0.07066337296893017
13;0.979357797618306;0.060948895068343625
14;0.981651376146789;0.05932616712440045
15;0.9885321100917431;0.05432611359112443
16;0.9885321089980799;0.04883840235821698
17;0.9908256880733946;0.04499240976613049
18;0.9908256880733946;0.04255779895828951
19;0.9931192660550459;0.0394175643220954
0;0.3646788990825688;0.7617505236503181
1;0.7935779827450393;0.6248788336001405
2;0.8922018337687221;0.5106158557288144
3;0.9174311921137188;0.36373192892162076
4;0.942660549911884;0.2410437583649924
5;0.9541284414606357;0.16672434336548553
6;0.9610091743119266;0.12878253563828423
7;0.9655963302752294;0.10595750764285752
8;0.9770642201834863;0.08975477636270567
9;0.979357797618306;0.08011715360190891
10;0.9793577981651376;0.07094342562310192
11;0.9885321095449116;0.0637438995849102
12;0.9862385315632601;0.05867413971402229
13;0.9862385321100917;0.053320449204483165
14;0.9908256880733946;0.047944631359172526
15;0.9908256880733946;0.044212217639208934
16;0.9885321100917431;0.04086500033736229
17;0.9908256880733946;0.03791953531016997
18;0.9954128440366973;0.035999169111798665
19;0.9954128440366973;0.032764488967870355
